gwid,statename,from,to,group,groupid,gwgroupid,umbrella,size,status,reg_aut
155,Chile,1991,2017,Whites/mestizos,1000,15501000,,0.91,MONOPOLY,
155,Chile,1991,2017,Mapuche,2000,15502000,,0.075,POWERLESS,false
155,Chile,1991,2017,Other indigenous peoples,3000,15503000,,0.015,POWERLESS,false
160,Argentina,1946,1975,Whites/mestizos,1000,16001000,,0.97,MONOPOLY,
160,Argentina,1946,1975,Indigenous peoples,2000,16002000,,0.015,POWERLESS,false
160,Argentina,1976,1983,Whites/mestizos,1000,16001000,,0.97,MONOPOLY,
160,Argentina,1976,1983,Indigenous peoples,2000,16002000,,0.015,DISCRIMINATED,false
160,Argentina,1984,2017,Whites/mestizos,1000,16001000,,0.97,MONOPOLY,
160,Argentina,1984,2017,Indigenous peoples,2000,16002000,,0.015,POWERLESS,false
165,Uruguay,1946,1988,Whites/mestizos,1000,16501000,,0.908,IRRELEVANT,
165,Uruguay,1946,1988,Afro-Uruguayans,2000,16502000,,0.078,IRRELEVANT,
165,Uruguay,1989,2017,Whites/mestizos,1000,16501000,,0.908,MONOPOLY,
165,Uruguay,1989,2017,Afro-Uruguayans,2000,16502000,,0.078,POWERLESS,false
200,United Kingdom,1946,1963,English,1000,20001000,,0.815,SENIOR PARTNER,false
200,United Kingdom,1946,1963,Scots,2000,20002000,,0.095,JUNIOR PARTNER,false
200,United Kingdom,1946,1963,Asians,3000,20003000,,0.028,IRRELEVANT,
200,United Kingdom,1946,1963,Afro-Caribbeans,4000,20004000,,0.02,IRRELEVANT,
200,United Kingdom,1946,1963,Welsh,5000,20005000,,0.019,IRRELEVANT,
200,United Kingdom,1946,1963,Catholics In N. Ireland,6000,20006000,,0.012,DISCRIMINATED,false
200,United Kingdom,1946,1963,Protestants In N. Ireland,7000,20007000,,0.01,POWERLESS,true
200,United Kingdom,1964,1971,English,1000,20001000,,0.815,SENIOR PARTNER,false
200,United Kingdom,1964,1971,Scots,2000,20002000,,0.095,JUNIOR PARTNER,false
200,United Kingdom,1964,1971,Asians,3000,20003000,,0.028,IRRELEVANT,
200,United Kingdom,1964,1971,Afro-Caribbeans,4000,20004000,,0.02,IRRELEVANT,
200,United Kingdom,1964,1971,Welsh,5000,20005000,,0.019,JUNIOR PARTNER,false
200,United Kingdom,1964,1971,Catholics In N. Ireland,6000,20006000,,0.012,DISCRIMINATED,false
200,United Kingdom,1964,1971,Protestants In N. Ireland,7000,20007000,,0.01,POWERLESS,true
200,United Kingdom,1972,1998,English,1000,20001000,,0.815,SENIOR PARTNER,false
200,United Kingdom,1972,1998,Scots,2000,20002000,,0.095,JUNIOR PARTNER,false
200,United Kingdom,1972,1998,Asians,3000,20003000,,0.028,POWERLESS,false
200,United Kingdom,1972,1998,Afro-Caribbeans,4000,20004000,,0.02,POWERLESS,false
200,United Kingdom,1972,1998,Welsh,5000,20005000,,0.019,JUNIOR PARTNER,false
200,United Kingdom,1972,1998,Catholics In N. Ireland,6000,20006000,,0.012,POWERLESS,false
200,United Kingdom,1972,1998,Protestants In N. Ireland,7000,20007000,,0.01,POWERLESS,false
200,United Kingdom,1999,2017,English,1000,20001000,,0.815,SENIOR PARTNER,false
200,United Kingdom,1999,2017,Scots,2000,20002000,,0.095,JUNIOR PARTNER,true
200,United Kingdom,1999,2017,Asians,3000,20003000,,0.028,POWERLESS,false
200,United Kingdom,1999,2017,Afro-Caribbeans,4000,20004000,,0.02,POWERLESS,false
200,United Kingdom,1999,2017,Welsh,5000,20005000,,0.019,JUNIOR PARTNER,true
200,United Kingdom,1999,2017,Catholics In N. Ireland,6000,20006000,,0.012,POWERLESS,true
200,United Kingdom,1999,2017,Protestants In N. Ireland,7000,20007000,,0.01,POWERLESS,true
205,Ireland,1946,2017,Irish,1000,20501000,,1,IRRELEVANT,
210,Netherlands,1946,2017,Dutch,1000,21001000,,1,IRRELEVANT,
211,Belgium,1946,1969,Flemings,1000,21101000,,0.59,JUNIOR PARTNER,false
211,Belgium,1946,1969,Walloon,2000,21102000,,0.4,SENIOR PARTNER,false
211,Belgium,1946,1969,Germans,3000,21103000,,0.01,IRRELEVANT,
211,Belgium,1970,1972,Flemings,1000,21101000,,0.59,SENIOR PARTNER,false
211,Belgium,1970,1972,Walloon,2000,21102000,,0.4,SENIOR PARTNER,false
211,Belgium,1970,1972,Germans,3000,21103000,,0.01,IRRELEVANT,
211,Belgium,1973,1980,Flemings,1000,21101000,,0.59,SENIOR PARTNER,false
211,Belgium,1973,1980,Walloon,2000,21102000,,0.4,SENIOR PARTNER,false
211,Belgium,1973,1980,Germans,3000,21103000,,0.01,POWERLESS,true
211,Belgium,1981,2017,Flemings,1000,21101000,,0.59,SENIOR PARTNER,true
211,Belgium,1981,2017,Walloon,2000,21102000,,0.4,SENIOR PARTNER,true
211,Belgium,1981,2017,Germans,3000,21103000,,0.01,POWERLESS,true
212,Luxembourg,1946,2017,Luxembourgers,1000,21201000,,1,IRRELEVANT,
220,France,1946,1961,French,1000,22001000,,0.976,MONOPOLY,
220,France,1946,1961,Roma,4000,22004000,,0.006,DISCRIMINATED,false
220,France,1946,1961,Basques,2000,22002000,,0.004,POWERLESS,false
220,France,1946,1961,Corsicans,3000,22003000,,0.004,IRRELEVANT,
220,France,1962,1991,French,1000,22001000,,0.976,MONOPOLY,
220,France,1962,1991,Roma,4000,22004000,,0.006,DISCRIMINATED,false
220,France,1962,1991,Basques,2000,22002000,,0.004,POWERLESS,false
220,France,1962,1991,Corsicans,3000,22003000,,0.004,POWERLESS,false
220,France,1992,2017,French,1000,22001000,,0.976,MONOPOLY,
220,France,1992,2017,Roma,4000,22004000,,0.006,DISCRIMINATED,false
220,France,1992,2017,Basques,2000,22002000,,0.004,POWERLESS,false
220,France,1992,2017,Corsicans,3000,22003000,,0.004,POWERLESS,true
225,Switzerland,1946,2017,Swiss Germans,1000,22501000,,0.63,SENIOR PARTNER,true
225,Switzerland,1946,2017,Swiss French,2000,22502000,,0.227,JUNIOR PARTNER,true
225,Switzerland,1946,2017,Swiss Italians,3000,22503000,,0.081,JUNIOR PARTNER,true
230,Spain,1946,1976,Spanish,1000,23001000,,0.68,MONOPOLY,
230,Spain,1946,1976,Catalans,2000,23002000,,0.169,DISCRIMINATED,false
230,Spain,1946,1976,Galician,3000,23003000,,0.06,DISCRIMINATED,false
230,Spain,1946,1976,Basques,4000,23004000,,0.054,DISCRIMINATED,false
230,Spain,1946,1976,Roma,5000,23005000,,0.019,DISCRIMINATED,false
230,Spain,1977,1979,Spanish,1000,23001000,,0.68,DOMINANT,
230,Spain,1977,1979,Catalans,2000,23002000,,0.169,POWERLESS,false
230,Spain,1977,1979,Galician,3000,23003000,,0.06,POWERLESS,false
230,Spain,1977,1979,Basques,4000,23004000,,0.054,POWERLESS,false
230,Spain,1977,1979,Roma,5000,23005000,,0.019,POWERLESS,false
230,Spain,1980,1981,Spanish,1000,23001000,,0.68,DOMINANT,
230,Spain,1980,1981,Catalans,2000,23002000,,0.169,POWERLESS,true
230,Spain,1980,1981,Galician,3000,23003000,,0.06,POWERLESS,false
230,Spain,1980,1981,Basques,4000,23004000,,0.054,POWERLESS,true
230,Spain,1980,1981,Roma,5000,23005000,,0.019,POWERLESS,false
230,Spain,1982,2017,Spanish,1000,23001000,,0.68,DOMINANT,
230,Spain,1982,2017,Catalans,2000,23002000,,0.169,POWERLESS,true
230,Spain,1982,2017,Galician,3000,23003000,,0.06,POWERLESS,true
230,Spain,1982,2017,Basques,4000,23004000,,0.054,POWERLESS,true
230,Spain,1982,2017,Roma,5000,23005000,,0.019,POWERLESS,false
235,Portugal,1946,2017,Portuguese,1000,23501000,,1,IRRELEVANT,
260,Germany,1955,2017,Germans,1000,26001000,,1,IRRELEVANT,
265,Germany Democratic Republic,1954,1989,Germans,1000,26501000,,1,IRRELEVANT,
290,Poland,1946,1956,Poles,1000,29001000,,0.81,DOMINANT,
290,Poland,1946,1956,Germans,2000,29002000,,0.14,DISCRIMINATED,false
290,Poland,1946,1956,Ukrainians,3000,29003000,,0.018,DISCRIMINATED,false
290,Poland,1946,1956,Byelorussians,4000,29004000,,0.009,POWERLESS,false
290,Poland,1946,1956,European and American Jews,5000,29005000,,0.004,POWERLESS,false
290,Poland,1946,1956,Roma,6000,29006000,,0.0005,DISCRIMINATED,false
290,Poland,1957,1967,Poles,1000,29001000,,0.98,DOMINANT,
290,Poland,1957,1967,Germans,2000,29002000,,0.007,DISCRIMINATED,false
290,Poland,1957,1967,Ukrainians,3000,29003000,,0.005,DISCRIMINATED,false
290,Poland,1957,1967,Byelorussians,4000,29004000,,0.005,POWERLESS,false
290,Poland,1957,1967,European and American Jews,5000,29005000,,0.004,DISCRIMINATED,false
290,Poland,1957,1967,Roma,6000,29006000,,0.0004,DISCRIMINATED,false
290,Poland,1968,1989,Poles,1000,29001000,,0.98,DOMINANT,
290,Poland,1968,1989,Germans,2000,29002000,,0.007,DISCRIMINATED,false
290,Poland,1968,1989,Ukrainians,3000,29003000,,0.005,DISCRIMINATED,false
290,Poland,1968,1989,Byelorussians,4000,29004000,,0.005,POWERLESS,false
290,Poland,1968,1989,European and American Jews,5000,29005000,,0.002,DISCRIMINATED,false
290,Poland,1968,1989,Roma,6000,29006000,,0.0004,DISCRIMINATED,false
290,Poland,1990,2015,Poles,1000,29001000,,0.96,MONOPOLY,
290,Poland,1990,2015,Ukrainians,3000,29003000,,0.01,POWERLESS,false
290,Poland,1990,2015,Germans,2000,29002000,,0.007,POWERLESS,false
290,Poland,1990,2015,Byelorussians,4000,29004000,,0.007,POWERLESS,false
290,Poland,1990,2015,Roma,6000,29006000,,0.001,POWERLESS,false
290,Poland,1990,2015,European and American Jews,5000,29005000,,0.0003,IRRELEVANT,
290,Poland,2016,2017,Poles,1000,29001000,,0.96,MONOPOLY,
290,Poland,2016,2017,Ukrainians,3000,29003000,,0.01,IRRELEVANT,false
290,Poland,2016,2017,Germans,2000,29002000,,0.007,POWERLESS,false
290,Poland,2016,2017,Byelorussians,4000,29004000,,0.007,POWERLESS,false
290,Poland,2016,2017,Roma,6000,29006000,,0.001,POWERLESS,false
290,Poland,2016,2017,European and American Jews,5000,29005000,,0.0003,IRRELEVANT,
305,Austria,1955,2017,Austrians,1000,30501000,,0.93,MONOPOLY,
305,Austria,1955,2017,Slovenes,2000,30502000,,0.006,POWERLESS,false
310,Hungary,1946,1992,Hungarians,1000,31001000,,0.9,MONOPOLY,
310,Hungary,1946,1992,Roma,2000,31002000,,0.05,DISCRIMINATED,false
310,Hungary,1993,2017,Hungarians,1000,31001000,,0.9,MONOPOLY,
310,Hungary,1993,2017,Roma,2000,31002000,,0.05,POWERLESS,false
315,Czechoslovakia,1946,1968,Czechs,1000,31501000,,0.625,SENIOR PARTNER,false
315,Czechoslovakia,1946,1968,Slovaks,2000,31502000,,0.308,JUNIOR PARTNER,false
315,Czechoslovakia,1946,1968,Hungarians,3000,31503000,,0.041,POWERLESS,false
315,Czechoslovakia,1946,1968,Roma,4000,31504000,,0.026,DISCRIMINATED,false
315,Czechoslovakia,1969,1992,Czechs,1000,31501000,,0.625,SENIOR PARTNER,true
315,Czechoslovakia,1969,1992,Slovaks,2000,31502000,,0.308,JUNIOR PARTNER,true
315,Czechoslovakia,1969,1992,Hungarians,3000,31503000,,0.041,POWERLESS,false
315,Czechoslovakia,1969,1992,Roma,4000,31504000,,0.026,DISCRIMINATED,false
316,Czech Republic,1993,2017,Czechs,1000,31601000,,0.972,IRRELEVANT,
317,Slovakia,1993,1998,Slovaks,1000,31701000,,0.806,MONOPOLY,
317,Slovakia,1993,1998,Hungarians,2000,31702000,,0.101,POWERLESS,false
317,Slovakia,1999,2006,Slovaks,1000,31701000,,0.806,SENIOR PARTNER,false
317,Slovakia,1999,2006,Hungarians,2000,31702000,,0.101,JUNIOR PARTNER,false
317,Slovakia,2007,2010,Slovaks,1000,31701000,,0.806,MONOPOLY,
317,Slovakia,2007,2010,Hungarians,2000,31702000,,0.101,POWERLESS,false
317,Slovakia,2011,2012,Slovaks,1000,31701000,,0.806,SENIOR PARTNER,false
317,Slovakia,2011,2012,Hungarians,2000,31702000,,0.101,JUNIOR PARTNER,false
317,Slovakia,2013,2016,Slovaks,1000,31701000,,0.806,MONOPOLY,
317,Slovakia,2013,2016,Hungarians,2000,31702000,,0.101,POWERLESS,false
317,Slovakia,2017,2017,Slovaks,1000,31701000,,0.806,SENIOR PARTNER,
317,Slovakia,2017,2017,Hungarians,2000,31702000,,0.101,JUNIOR PARTNER,false
325,Italy,1946,1947,Italians,1000,32501000,,0.935,DOMINANT,
325,Italy,1946,1947,Sardinians,2000,32502000,,0.02,POWERLESS,false
325,Italy,1946,1947,Friulians,3000,32503000,,0.012,POWERLESS,false
325,Italy,1946,1947,German speakers (Austrians),4000,32504000,,0.005,POWERLESS,false
325,Italy,1946,1947,Aostans (French speakers),5000,32505000,,0.001,SELF-EXCLUSION,true
325,Italy,1946,1947,Roma,6000,32506000,,0.001,DISCRIMINATED,false
325,Italy,1948,2017,Italians,1000,32501000,,0.935,DOMINANT,
325,Italy,1948,2017,Sardinians,2000,32502000,,0.02,POWERLESS,true
325,Italy,1948,2017,Friulians,3000,32503000,,0.012,POWERLESS,true
325,Italy,1948,2017,German speakers (Austrians),4000,32504000,,0.005,POWERLESS,true
325,Italy,1948,2017,Aostans (French speakers),5000,32505000,,0.001,POWERLESS,true
325,Italy,1948,2017,Roma,6000,32506000,,0.001,DISCRIMINATED,false
338,Malta,1965,2017,Maltese,1000,33801000,,1,IRRELEVANT,
339,Albania,1946,1989,Albanians,1000,33901000,,0.95,IRRELEVANT,
339,Albania,1946,1989,Greeks,2000,33902000,,0.03,IRRELEVANT,
339,Albania,1946,1989,Macedonians,3000,33903000,,0.01,IRRELEVANT,
339,Albania,1990,2017,Albanians,1000,33901000,,0.82,MONOPOLY,
339,Albania,1990,2017,Greeks,2000,33902000,,0.08,POWERLESS,false
339,Albania,1990,2017,Macedonians,3000,33903000,,0.02,POWERLESS,false
340,Serbia,2007,2008,Serbs,1000,34001000,,0.66,DOMINANT,
340,Serbia,2007,2008,Albanians,6000,34006000,,0.21,SELF-EXCLUSION,true
340,Serbia,2007,2008,Hungarians,11000,34011000,,0.031,POWERLESS,true
340,Serbia,2007,2008,Bosniak/Muslims,4000,34004000,,0.014,POWERLESS,false
340,Serbia,2007,2008,Roma,12000,34012000,,0.014,DISCRIMINATED,false
340,Serbia,2007,2008,Croats,2000,34002000,,0.007,POWERLESS,false
340,Serbia,2007,2008,Montenegrins,9000,34009000,,0.007,POWERLESS,false
340,Serbia,2009,2017,Serbs,1000,34001000,,0.838,DOMINANT,
340,Serbia,2009,2017,Hungarians,11000,34011000,,0.035,POWERLESS,true
340,Serbia,2009,2017,Bosniak/Muslims,4000,34004000,,0.023,POWERLESS,false
340,Serbia,2009,2017,Croats,2000,34002000,,0.008,POWERLESS,false
340,Serbia,2009,2017,Albanians,6000,34006000,,0.008,POWERLESS,false
340,Serbia,2009,2017,Montenegrins,9000,34009000,,0.005,POWERLESS,false
340,Serbia,2009,2017,Roma,12000,34012000,,0.004,DISCRIMINATED,false
341,Montenegro,2006,2016,Montenegrins,1000,34101000,,0.45,DOMINANT,false
341,Montenegro,2006,2016,Serbs,2000,34102000,,0.287,POWERLESS,false
341,Montenegro,2006,2016,Bosniak/Muslims,3000,34103000,,0.119,POWERLESS,false
341,Montenegro,2006,2016,Croats,5000,34105000,,0.09,POWERLESS,false
341,Montenegro,2006,2016,Roma,6000,34106000,,0.08,DISCRIMINATED,false
341,Montenegro,2006,2016,Albanians,4000,34104000,,0.049,POWERLESS,false
341,Montenegro,2017,2017,Montenegrins,1000,34101000,,0.45,SENIOR PARTNER,false
341,Montenegro,2017,2017,Serbs,2000,34102000,,0.287,POWERLESS,false
341,Montenegro,2017,2017,Bosniak/Muslims,3000,34103000,,0.119,JUNIOR PARTNER,false
341,Montenegro,2017,2017,Croats,5000,34105000,,0.09,POWERLESS,false
341,Montenegro,2017,2017,Roma,6000,34106000,,0.08,DISCRIMINATED,false
341,Montenegro,2017,2017,Albanians,4000,34104000,,0.049,JUNIOR PARTNER,false
343,Macedonia,1991,2017,Macedonians,1000,34301000,,0.642,SENIOR PARTNER,false
343,Macedonia,1991,2017,Albanians,2000,34302000,,0.252,JUNIOR PARTNER,false
343,Macedonia,1991,2017,Turks,5000,34305000,,0.039,POWERLESS,false
343,Macedonia,1991,2017,Roma,3000,34303000,,0.027,POWERLESS,false
343,Macedonia,1991,2017,Serbs,4000,34304000,,0.018,POWERLESS,false
343,Macedonia,1991,2017,Bosniaks,7000,34307000,,0.008,POWERLESS,false
343,Macedonia,1991,2017,Vlachs,6000,34306000,,0.005,POWERLESS,false
344,Croatia,1992,1995,Croats,1000,34401000,,0.781,MONOPOLY,
344,Croatia,1992,1995,Serbs,2000,34402000,,0.122,SELF-EXCLUSION,true
344,Croatia,1992,1995,Roma,5000,34405000,,0.0077,DISCRIMINATED,false
344,Croatia,1992,1995,Bosniaks,3000,34403000,,0.0047,IRRELEVANT,
344,Croatia,1992,1995,Italians,4000,34404000,,0.0044,IRRELEVANT,
344,Croatia,1992,1995,Hungarians,6000,34406000,,0.004,IRRELEVANT,
344,Croatia,1996,2017,Croats,1000,34401000,,0.904,DOMINANT,
344,Croatia,1996,2017,Serbs,2000,34402000,,0.043,DISCRIMINATED,false
344,Croatia,1996,2017,Bosniaks,3000,34403000,,0.0073,POWERLESS,false
344,Croatia,1996,2017,Italians,4000,34404000,,0.0042,POWERLESS,false
344,Croatia,1996,2017,Roma,5000,34405000,,0.004,DISCRIMINATED,false
344,Croatia,1996,2017,Hungarians,6000,34406000,,0.0033,POWERLESS,false
345,Serbia and Montenegro,1946,1966,Serbs,1000,34501000,,0.36,SENIOR PARTNER,true
345,Serbia and Montenegro,1946,1966,Croats,2000,34502000,,0.2,JUNIOR PARTNER,true
345,Serbia and Montenegro,1946,1966,Bosniaks/Muslims,4000,34504000,,0.1,POWERLESS,true
345,Serbia and Montenegro,1946,1966,Albanians,6000,34506000,,0.09,DISCRIMINATED,false
345,Serbia and Montenegro,1946,1966,Slovenes,7000,34507000,,0.08,JUNIOR PARTNER,true
345,Serbia and Montenegro,1946,1966,Macedonians,8000,34508000,,0.06,JUNIOR PARTNER,true
345,Serbia and Montenegro,1946,1966,Montenegrins,9000,34509000,,0.02,JUNIOR PARTNER,true
345,Serbia and Montenegro,1946,1966,Hungarians,11000,34511000,,0.02,POWERLESS,false
345,Serbia and Montenegro,1967,1986,Serbs,1000,34501000,,0.36,SENIOR PARTNER,true
345,Serbia and Montenegro,1967,1986,Croats,2000,34502000,,0.2,SENIOR PARTNER,true
345,Serbia and Montenegro,1967,1986,Bosniaks/Muslims,4000,34504000,,0.1,SENIOR PARTNER,true
345,Serbia and Montenegro,1967,1986,Albanians,6000,34506000,,0.09,POWERLESS,true
345,Serbia and Montenegro,1967,1986,Slovenes,7000,34507000,,0.08,SENIOR PARTNER,true
345,Serbia and Montenegro,1967,1986,Macedonians,8000,34508000,,0.06,SENIOR PARTNER,true
345,Serbia and Montenegro,1967,1986,Montenegrins,9000,34509000,,0.02,SENIOR PARTNER,true
345,Serbia and Montenegro,1967,1986,Hungarians,11000,34511000,,0.02,POWERLESS,true
345,Serbia and Montenegro,1987,1991,Serbs,1000,34501000,,0.36,SENIOR PARTNER,true
345,Serbia and Montenegro,1987,1991,Croats,2000,34502000,,0.2,SENIOR PARTNER,true
345,Serbia and Montenegro,1987,1991,Bosniaks/Muslims,4000,34504000,,0.1,SENIOR PARTNER,true
345,Serbia and Montenegro,1987,1991,Albanians,6000,34506000,,0.09,DISCRIMINATED,false
345,Serbia and Montenegro,1987,1991,Slovenes,7000,34507000,,0.08,SENIOR PARTNER,true
345,Serbia and Montenegro,1987,1991,Macedonians,8000,34508000,,0.06,SENIOR PARTNER,true
345,Serbia and Montenegro,1987,1991,Montenegrins,9000,34509000,,0.02,SENIOR PARTNER,true
345,Serbia and Montenegro,1987,1991,Hungarians,11000,34511000,,0.02,POWERLESS,false
345,Serbia and Montenegro,1992,1992,Serbs,1000,34501000,,0.37,SENIOR PARTNER,true
345,Serbia and Montenegro,1992,1992,Croats,2000,34502000,,0.21,SELF-EXCLUSION,true
345,Serbia and Montenegro,1992,1992,Bosniaks/Muslims,4000,34504000,,0.11,SELF-EXCLUSION,true
345,Serbia and Montenegro,1992,1992,Albanians,6000,34506000,,0.1,DISCRIMINATED,false
345,Serbia and Montenegro,1992,1992,Slovenes,7000,34507000,,0.09,SELF-EXCLUSION,true
345,Serbia and Montenegro,1992,1992,Montenegrins,9000,34509000,,0.03,JUNIOR PARTNER,true
345,Serbia and Montenegro,1992,1992,Hungarians,11000,34511000,,0.03,POWERLESS,false
345,Serbia and Montenegro,1993,1999,Serbs,1000,34501000,,0.62,SENIOR PARTNER,true
345,Serbia and Montenegro,1993,1999,Albanians,6000,34506000,,0.17,DISCRIMINATED,false
345,Serbia and Montenegro,1993,1999,Montenegrins,9000,34509000,,0.05,JUNIOR PARTNER,true
345,Serbia and Montenegro,1993,1999,Bosniaks/Muslims,4000,34504000,,0.03,DISCRIMINATED,false
345,Serbia and Montenegro,1993,1999,Hungarians,11000,34511000,,0.03,POWERLESS,false
345,Serbia and Montenegro,1993,1999,Croats,2000,34502000,,0.01,DISCRIMINATED,false
345,Serbia and Montenegro,2000,2006,Serbs,1000,34501000,,0.62,SENIOR PARTNER,true
345,Serbia and Montenegro,2000,2006,Albanians,6000,34506000,,0.17,SELF-EXCLUSION,true
345,Serbia and Montenegro,2000,2006,Montenegrins,9000,34509000,,0.05,JUNIOR PARTNER,true
345,Serbia and Montenegro,2000,2006,Bosniaks/Muslims,4000,34504000,,0.03,POWERLESS,false
345,Serbia and Montenegro,2000,2006,Hungarians,11000,34511000,,0.03,POWERLESS,true
345,Serbia and Montenegro,2000,2006,Roma,12000,34512000,,0.014,POWERLESS,false
345,Serbia and Montenegro,2000,2006,Croats,2000,34502000,,0.01,POWERLESS,false
346,Bosnia and Herzegovina,1992,1995,Bosniaks/Muslims,1000,34601000,,0.437,SENIOR PARTNER,true
346,Bosnia and Herzegovina,1992,1995,Serbs,2000,34602000,,0.313,SELF-EXCLUSION,true
346,Bosnia and Herzegovina,1992,1995,Croats,3000,34603000,,0.173,JUNIOR PARTNER,true
346,Bosnia and Herzegovina,1992,1995,Roma,4000,34604000,,0.01,DISCRIMINATED,false
346,Bosnia and Herzegovina,1996,2017,Bosniaks/Muslims,1000,34601000,,0.501,SENIOR PARTNER,true
346,Bosnia and Herzegovina,1996,2017,Serbs,2000,34602000,,0.308,SENIOR PARTNER,true
346,Bosnia and Herzegovina,1996,2017,Croats,3000,34603000,,0.154,SENIOR PARTNER,true
346,Bosnia and Herzegovina,1996,2017,Roma,4000,34604000,,0.01,DISCRIMINATED,false
347,Kosovo,2008,2017,Albanians,1000,34701000,,0.9,DOMINANT,
347,Kosovo,2008,2017,Serbs,2000,34702000,,0.053,POWERLESS,false
347,Kosovo,2008,2017,Bosniaks,6000,34706000,,0.016,POWERLESS,false
347,Kosovo,2008,2017,Roma,3000,34703000,,0.011,POWERLESS,false
347,Kosovo,2008,2017,Gorani,4000,34704000,,0.01,POWERLESS,false
347,Kosovo,2008,2017,Turks,5000,34705000,,0.004,POWERLESS,false
349,Slovenia,1992,2007,Slovenes,1000,34901000,,0.831,DOMINANT,
349,Slovenia,1992,2007,Hungarians,5000,34905000,,0.0032,POWERLESS,false
349,Slovenia,1992,2007,Italians,6000,34906000,,0.0011,POWERLESS,false
349,Slovenia,1992,2007,Roma,8000,34908000,,0.001,IRRELEVANT,false
349,Slovenia,2008,2017,Slovenes,1000,34901000,,0.831,DOMINANT,
349,Slovenia,2008,2017,Hungarians,5000,34905000,,0.0032,POWERLESS,false
349,Slovenia,2008,2017,Italians,6000,34906000,,0.0011,POWERLESS,false
349,Slovenia,2008,2017,Roma,8000,34908000,,0.001,POWERLESS,false
350,Greece,1946,2017,Greeks,1000,35001000,,0.96,MONOPOLY,
350,Greece,1946,2017,Roma,3000,35003000,,0.017,DISCRIMINATED,false
350,Greece,1946,2017,Macedonians,4000,35004000,,0.013,DISCRIMINATED,false
350,Greece,1946,2017,Muslims,2000,35002000,,0.01,POWERLESS,false
352,Cyprus,1960,1963,Greeks,1000,35201000,,0.8,SENIOR PARTNER,false
352,Cyprus,1960,1963,Turks,2000,35202000,,0.18,SENIOR PARTNER,false
352,Cyprus,1964,1967,Greeks,1000,35201000,,0.8,MONOPOLY,
352,Cyprus,1964,1967,Turks,2000,35202000,,0.18,POWERLESS,false
352,Cyprus,1968,2017,Greeks,1000,35201000,,0.8,MONOPOLY,
352,Cyprus,1968,2017,Turks,2000,35202000,,0.18,SELF-EXCLUSION,true
355,Bulgaria,1946,1957,Bulgarians,1000,35501000,,0.83,IRRELEVANT,
355,Bulgaria,1946,1957,Turkish,2000,35502000,,0.1,IRRELEVANT,
355,Bulgaria,1946,1957,Roma,3000,35503000,,0.05,IRRELEVANT,
355,Bulgaria,1946,1957,Pomaks,4000,35504000,,0.017,IRRELEVANT,
355,Bulgaria,1946,1957,Macedonians,5000,35505000,,0.002,IRRELEVANT,
